n y times	N Y Times	0	32	0
n y times	N. Y. Times	0	32	0
n y times	N.Y. Times	0	32	0
naked	Naked virus	0	40	886
naked virus	Naked virus	0	40	886
name	Catholic Church/Name	0	40	1129
name	Name of Hong Kong	0	40	121
name	Name of Malaysia	0	40	521
name of hong kong	Name of Hong Kong	0	40	121
name of malaysia	Name of Malaysia	0	40	521
names	List of United States state names	0	24	1
names	List of official names of the American states	0	24	1
names	List of official names of the U.S. states	0	24	1
names	List of official names of the US states	0	24	1
names	List of official names of the states of the USA	0	24	1
names	Official names United States	0	40	730
names	Official names of the states of the USA	0	40	1049
nasdaq	AMZN (NASDAQ)	0	23	1
nation	First Nation American	0	34	3
nation	First Nation Americans	0	34	3
national	Commissioners of the National Football League	0	40	854
national	List of National Parks of the United States	0	16	2
national	List of U.S. National Parks	0	16	2
national	List of U.S. national parks	0	16	2
national	List of U.S. national parks by date established	0	16	2
national	List of U.S. national parks by state	0	16	2
national	List of US National Parks	0	16	2
national	List of US national parks	0	16	2
national	List of United States National Parks	0	16	2
national	List of United States National Parks by date established	0	16	2
national	List of United States National Parks by state	0	16	2
national	List of United States national parks	0	16	2
national	List of United States national parks by date established	0	16	2
national	List of United States national parks by state	0	16	2
national	List of national parks in Montana	0	16	2
national	List of national parks in the United States	0	16	2
national	List of national parks of the USA	0	16	2
national	List of national parks of the United States	0	16	2
national	List of national parks of the Untied States	0	16	2
national	List of national parks of the us	0	16	2
national	Media coverage of the National Football League	0	40	552
national	National American Football League	0	12	1
national	National Footbal League	0	12	1
national	National Football League	0	12	1
national	National Football League (NFL)	0	12	1
national	National Football League (United States)	0	12	1
national	National Football League Championship	0	12	1
national	National Football League commissioner	0	40	976
national	National Football league	0	12	1
national	National Park (US)	0	16	2
national	National Park (United States)	0	16	2
national	National Parks (US)	0	16	2
national	National Parks (United States)	0	16	2
national	National Parks of the United States	0	16	2
national	National Voting Rights Act of 1965	0	18	1
national	National football League	0	12	1
national	National football league	0	12	1
national	National park (US)	0	16	2
national	National park (United States)	0	16	2
national	National park of the United States	0	16	2
national	National parks (United States)	0	16	2
national	National parks in Montana	0	16	2
national	National parks of the United States	0	16	2
national	National-American Football League	0	12	1
national	National–American Football League	0	12	1
national	The National Football League	0	12	1
national	The National Football League (NFL)	0	12	1
national	U. S. National Parks	0	16	2
national	U.S. National Park	0	16	2
national	U.S. National Parks	0	16	2
national	U.S. national park	0	16	2
national	U.S. national parks	0	16	2
national	U.s. national park	0	16	2
national	US National Park	0	16	2
national	US National Parks	0	16	2
national	US national parks	0	16	2
national	USA national parks	0	16	2
national	United States National Park	0	16	2
national	United States National Parks	0	16	2
national	United States national park	0	16	2
national	United States national parks	0	16	2
national	Us national park	0	16	2
national	Us national parks	0	16	2
national american football league	National American Football League	0	12	1
national american football league	National-American Football League	0	12	1
national american football league	National–American Football League	0	12	1
national footbal league	National Footbal League	0	12	1
national football league	National Football League	0	12	1
national football league	National Football league	0	12	1
national football league	National football League	0	12	1
national football league	National football league	0	12	1
national football league championship	National Football League Championship	0	12	1
national football league commissioner	National Football League commissioner	0	40	976
national football league nfl	National Football League (NFL)	0	12	1
national football league united states	National Football League (United States)	0	12	1
national park of the united states	National park of the United States	0	16	2
national park united states	National Park (United States)	0	16	2
national park united states	National park (United States)	0	16	2
national park us	National Park (US)	0	16	2
national park us	National park (US)	0	16	2
national parks in montana	National parks in Montana	0	16	2
national parks of the united states	National Parks of the United States	0	16	2
national parks of the united states	National parks of the United States	0	16	2
national parks united states	National Parks (United States)	0	16	2
national parks united states	National parks (United States)	0	16	2
national parks us	National Parks (US)	0	16	2
national voting rights act of 1965	National Voting Rights Act of 1965	0	18	1
nations	United Nations World Heritage Site	0	7	1
nations	United Nations World Heritage Sites	0	7	1
native	American Indian and Alaska Native	0	34	3
native	American Native	0	34	3
native	American Native American	0	34	3
native	American Native Americans	0	34	3
native	American Native Indians	0	34	3
native	Demographics of Native Americans in the United States	0	40	358
native	Discrimination against Native Americans	0	40	1027
native	Discrimination against Native Americans in the United States	0	40	630
native	Flags of Native Americans in the United States	0	34	3
native	Flags of native americans in the united states	0	34	3
native	Food insecurity among Native Americans in the United States	0	40	512
native	History of Native Americans	0	40	133
native	Native American	0	34	3
native	Native American (U.S.)	0	34	3
native	Native American (US)	0	34	3
native	Native American (United States census)	0	34	3
native	Native American Indian	0	34	3
native	Native American Indians	0	34	3
native	Native American People	0	34	3
native	Native American food	0	40	480
native	Native American history	0	40	403
native	Native American in the United States	0	34	3
native	Native American people	0	34	3
native	Native American peoples in the United States	0	34	3
native	Native Americans	0	34	3
native	Native Americans (U.S.)	0	34	3
native	Native Americans (US)	0	34	3
native	Native Americans (United States)	0	34	3
native	Native Americans born in the United States	0	34	3
native	Native Americans in United States	0	34	3
native	Native Americans in the U.S.	0	34	3
native	Native Americans in the US	0	34	3
native	Native Americans in the Unietd States	0	34	3
native	Native Americans in the United State	0	34	3
native	Native Americans in the United States	0	34	3
native	Native Americans in the civil rights movement	0	40	967
native	Native Americans of the United States	0	34	3
native	Native americain	0	34	3
native	Native american	0	34	3
native	Native american cuisine	0	40	389
native	Native american foods	0	40	200
native	Native americans	0	34	3
native	Native americans in the united states	0	34	3
native	Native-American	0	34	3
native	Socioeconomic status of Native Americans in the United States	0	40	1111
native	The history of the Native Americans in the United States	0	34	3
native	U.S. Native	0	34	3
native americain	Native americain	0	34	3
native american	Native American	0	34	3
native american	Native american	0	34	3
native american	Native-American	0	34	3
native american cuisine	Native american cuisine	0	40	389
native american food	Native American food	0	40	480
native american foods	Native american foods	0	40	200
native american history	Native American history	0	40	403
native american in the united states	Native American in the United States	0	34	3
native american indian	Native American Indian	0	34	3
native american indians	Native American Indians	0	34	3
native american people	Native American People	0	34	3
native american people	Native American people	0	34	3
native american peoples in the united states	Native American peoples in the United States	0	34	3
native american u s	Native American (U.S.)	0	34	3
native american united states census	Native American (United States census)	0	34	3
native american us	Native American (US)	0	34	3
native americans	Native Americans	0	34	3
native americans	Native americans	0	34	3
native americans born in the united states	Native Americans born in the United States	0	34	3
native americans in the civil rights movement	Native Americans in the civil rights movement	0	40	967
native americans in the u s	Native Americans in the U.S.	0	34	3
native americans in the unietd states	Native Americans in the Unietd States	0	34	3
native americans in the united state	Native Americans in the United State	0	34	3
native americans in the united states	Native Americans in the United States	0	34	3
native americans in the united states	Native americans in the united states	0	34	3
native americans in the us	Native Americans in the US	0	34	3
native americans in united states	Native Americans in United States	0	34	3
native americans of the united states	Native Americans of the United States	0	34	3
native americans u s	Native Americans (U.S.)	0	34	3
native americans united states	Native Americans (United States)	0	34	3
