h sapien	H Sapien	0	11	1
h sapien	H sapien	0	11	1
h sapien	H. Sapien	0	11	1
h sapien	H. sapien	0	11	1
h sapiens	H Sapiens	0	11	1
h sapiens	H sapiens	0	11	1
h sapiens	H. Sapiens	0	11	1
h sapiens	H. sapiens	0	11	1
h ungg ng	Hèunggóng	0	21	0
habitat	Human habitat	0	40	504
habitat	Human habitat and population	0	40	810
half	Centre half	0	40	731
half	Centre-half	0	40	54
half	Half back (association football)	0	40	734
half	Half-back (association football)	0	40	446
half	Half-backs	0	40	1230
half	Left half	0	40	747
half	Left-half	0	40	363
half	Right half	0	40	589
half	Right half back	0	40	1137
half	Right-half	0	40	1113
half	Wing half	0	40	51
half	Wing half back	0	40	302
half	Wing-half	0	40	753
half	Wing-half (football)	0	40	985
half back association football	Half back (association football)	0	40	734
half back association football	Half-back (association football)	0	40	446
half backs	Half-backs	0	40	1230
halfrican	Halfrican american	0	35	1
halfrican american	Halfrican american	0	35	1
haloenzyme	Haloenzyme	0	40	525
ham	B'Ham	0	9	1
ham	B'ham	0	9	1
handle	YouTube handle (identifier)	0	17	1
hands	(Keep Your) Hands Off (Of It)	0	20	1
hanover	George III of Great Britain and Hanover	0	5	2
hanover	George III of Hanover	0	5	2
hanover	George III of the United Kingdom and Hanover	0	5	2
hanover	George III, King of Hanover	0	5	2
hanover	George IV (Hanover)	0	26	2
hanover	George IV Hanover	0	26	2
hanover	George IV of Hanover	0	26	2
hanover	George IV of the United Kingdom and Hanover	0	26	2
hanover	George IV, King of Hanover	0	26	2
hanover	King George III of Hanover	0	5	2
hanover	King George IV of Hanover	0	26	2
hapura	Siṃhapura	0	33	0
hardware	Video game hardware	0	2	1
hate	Hate speech on YouTube	0	40	751
hate speech on youtube	Hate speech on YouTube	0	40	751
haus	Intel X Haus of Gaga	0	29	0
have	Still Have Fun	0	40	69
he	He's Only a Prayer Away	0	20	1
he s only a prayer away	He's Only a Prayer Away	0	20	1
head	Elizabeth the Second, Queen of Ceylon and of Her other Realms and Territories, Head of the Commonwealth	0	24	0
head	Elizabeth the Second, Queen of Ghana and of Her other Realms and Territories, Head of the Commonwealth	0	24	0
head	Elizabeth the Second, Queen of Kenya and of Her other Realms and Territories, Head of the Commonwealth	0	24	0
head	Elizabeth the Second, Queen of Mauritius and of Her other Realms and Territories, Head of the Commonwealth	0	24	0
head	Elizabeth the Second, Queen of Sierra Leone and of Her Other Realms and Territories, Head of the Commonwealth	0	24	0
head	Elizabeth the Second, Queen of South Africa and of Her other Realms and Territories, Head of the Commonwealth	0	24	0
head	Elizabeth the Second, Queen of Tanganyika and of Her Other Realms and Territories, Head of the Commonwealth	0	24	0
head	Elizabeth the Second, Queen of The Gambia and all Her other Realms and Territories, Head of the Commonwealth	0	24	0
head	Elizabeth the Second, Queen of the United Kingdom and of Her other Realms and Territories, Head of the Commonwealth	0	24	0
head	Elizabeth the Second, by the Grace of God Queen of Australia and Her other Realms and Territories, Head of the Commonwealth	0	24	0
head	Elizabeth the Second, by the Grace of God Queen of Malawi and of Her other Reals and Territories, Head of the Commonwealth	0	24	0
head	Elizabeth the Second, by the Grace of God Queen of Nigeria and of Her other Realms and Territories, Head of the Commonwealth	0	24	0
head	Elizabeth the Second, by the Grace of God of Jamaica and of Her other Realms and Territories Queen, Head of the Commonwealth	0	24	0
head	Elizabeth the Second, by the Grace of God, Queen of Antigua and Barbuda and of Her other Realms and Territories, Head of the Commonwealth	0	24	0
head	Elizabeth the Second, by the Grace of God, Queen of Barbados and of Her other Realms and Territories, Head of the Commonwealth	0	24	0
head	Elizabeth the Second, by the Grace of God, Queen of Belize and of Her Other Realms and Territories, Head of the Commonwealth	0	24	0
head	Elizabeth the Second, by the Grace of God, Queen of Fiji and of Her other Realms and Territories, Head of the Commonwealth	0	24	0
head	Elizabeth the Second, by the Grace of God, Queen of Guyana and of Her other Realms and Territories, Head of the Commonwealth	0	24	0
head	Elizabeth the Second, by the Grace of God, Queen of Malta and of Her other Realms and Territories, Head of the Commonwealth	0	24	0
head	Elizabeth the Second, by the Grace of God, Queen of New Zealand and Her Other Realms and Territories, Head of the Commonwealth, Defender of the Faith	0	24	0
head	Elizabeth the Second, by the Grace of God, Queen of Saint Lucia and of Her other Realms and Territories, Head of the Commonwealth	0	24	0
head	Elizabeth the Second, by the Grace of God, Queen of Solomon Islands and Her other Realms and Territories, Head of the Commonwealth	0	24	0
head	Elizabeth the Second, by the Grace of God, Queen of Trinidad and Tobago and of Her other Realms and Territories, Head of the Commonwealth	0	24	0
head	Elizabeth the Second, by the Grace of God, Queen of Tuvalu and Her other Realms and Territories, Head of the Commonwealth	0	24	0
head	Elizabeth the Second, by the Grace of God, Queen of Uganda and of Her other Realms and Territories, Head of the Commonwealth	0	24	0
head	Elizabeth the Second, by the Grace of God, Queen of the Commonwealth of The Bahamas and of Her other Realms and Territories, Head of the Commonwealth	0	24	0
head	Head of government of the United States	0	7	0
head	Head of state of the United States	0	7	0
head	Her Majesty Elizabeth the Second, by the Grace of God, Queen of Australia and Her other Realms and Territories, Head of the Commonwealth	0	24	0
head	United States head of government	0	7	0
head	United States head of state	0	7	0
head of government of the united states	Head of government of the United States	0	7	0
head of state of the united states	Head of state of the United States	0	7	0
health	African American health	0	40	741
health	African-American health	0	40	98
health	Health of African Americans	0	40	1009
health	Health of African Americans in the United States	0	40	548
health	Health status of African Americans	0	40	1065
health	Health status of African-Americans	0	40	735
health	Mental health in African American communities	0	40	493
health	Mental health of African Americans	0	40	604
health of african americans	Health of African Americans	0	40	1009
health of african americans in the united states	Health of African Americans in the United States	0	40	548
health status of african americans	Health status of African Americans	0	40	1065
health status of african americans	Health status of African-Americans	0	40	735
heart	Heart Attack	0	36	0
heart	Heart Attack (Myocardial Infarction)	0	36	0
heart	Heart attack	0	36	0
heart	Heart attacks	0	36	0
heart	Heart infarct	0	36	0
heart	Heart infarction	0	36	0
heart	Heart stroke	0	36	0
heart	Heart-attack	0	36	0
heart	Massive heart attack	0	36	0
heart	Silent heart attack	0	40	990
heart	Walking heart attack	0	36	0
heart attack	Heart Attack	0	36	0
heart attack	Heart attack	0	36	0
heart attack	Heart-attack	0	36	0
heart attack myocardial infarction	Heart Attack (Myocardial Infarction)	0	36	0
heart attacks	Heart attacks	0	36	0
heart infarct	Heart infarct	0	36	0
heart infarction	Heart infarction	0	36	0
heart stroke	Heart stroke	0	36	0
heartattack	Heartattack	0	36	0
hearts	Sgt. Pepper's Lonely Hearts Club Band (band)	0	15	1
heavy	Heavy drinker	0	20	2
heavy	Heavy drinking	0	20	2
heavy drinker	Heavy drinker	0	20	2
heavy drinking	Heavy drinking	0	20	2
hee	The Hee Hee Guy	0	4	0
henri	Thierry Henri	0	19	2
henry	A Comparison of the Conception of God in the Thinking of Paul Tillich and Henry Nelson Wieman	0	40	849
henry	Gadla Henry Mphakanyiswa	0	10	1
henry	Henry Thierry	0	19	2
henry	T.Henry	0	19	2
henry	Theirry Henry	0	19	2
